CNPJ_CIA,DT_REFER,VERSAO,DENOM_CIA,CD_CVM,GRUPO_DFP,MOEDA,ESCALA_MOEDA,ORDEM_EXERC,DT_INI_EXERC,DT_FIM_EXERC,CD_CONTA,DS_CONTA,VL_CONTA,ST_CONTA_FIXA,DS_CONTA_CLEAN,NIVEL_CONTA,CD_CONTA_PAI,DS_CONTA_PAI
00.000.000/0001-91,2016-12-31,3,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02.04,Ganhos/(Perdas) Sobre Ativos Financeiros Disponíveis p/ Venda - Coligadas / Joint Ventures,205355.0,N,ganhos perdas sobre ativos financeiros disponiveis p venda coligadas joint ventures,3,4.02,Outros Resultados Abrangentes
00.000.000/0001-91,2016-12-31,3,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.02.05,Ganhos Não Realizados s/ Hedge de Investimentos Líq. Exterior - Coligadas / Joint Ventures,1774.0,N,ganhos realizados s hedge investimentos liq exterior coligadas joint ventures,3,4.02,Outros Resultados Abrangentes
00.000.000/0001-91,2016-12-31,3,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02.05,Ganhos Não Realizados s/ Hedge de Investimentos Líq. Exterior - Coligadas / Joint Ventures,-16947.0,N,ganhos realizados s hedge investimentos liq exterior coligadas joint ventures,3,4.02,Outros Resultados Abrangentes
00.000.000/0001-91,2016-12-31,3,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.02.06,Efeito Fiscal - Participação no Resultado Coligadas/Joint Ventures,118218.0,N,efeito fiscal participacao resultado coligadas joint ventures,3,4.02,Outros Resultados Abrangentes
00.000.000/0001-91,2016-12-31,3,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02.06,Efeito Fiscal - Participação no Resultado Coligadas/Joint Ventures,-90884.0,N,efeito fiscal participacao resultado coligadas joint ventures,3,4.02,Outros Resultados Abrangentes
00.000.000/0001-91,2016-12-31,3,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.02.07,Ganhos/(Perdas) em Remensurações de Planos de Benefícios Definidos,-8486480.0,N,ganhos perdas remensuracoes planos beneficios definidos,3,4.02,Outros Resultados Abrangentes
00.000.000/0001-91,2016-12-31,3,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02.07,Ganhos/(Perdas) em Remensurações de Planos de Benefícios Definidos,-2623835.0,N,ganhos perdas remensuracoes planos beneficios definidos,3,4.02,Outros Resultados Abrangentes
00.000.000/0001-91,2016-12-31,3,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.02.08,Efeito fiscal - Planos de Benefícios Definidos,3248385.0,N,efeito fiscal planos beneficios definidos,3,4.02,Outros Resultados Abrangentes
00.000.000/0001-91,2016-12-31,3,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02.08,Efeito fiscal - Planos de Benefícios Definidos,1050770.0,N,efeito fiscal planos beneficios definidos,3,4.02,Outros Resultados Abrangentes
00.000.000/0001-91,2016-12-31,3,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.02.09,Ajuste de conversão de investimento no exterior,269.0,N,ajuste conversao investimento exterior,3,4.02,Outros Resultados Abrangentes
00.000.000/0001-91,2016-12-31,3,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02.09,Ajuste de conversão de investimento no exterior,-868920.0,N,ajuste conversao investimento exterior,3,4.02,Outros Resultados Abrangentes
00.000.000/0001-91,2016-12-31,3,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.03,Resultado Abrangente Consolidado do Período,8352300.0,S,resultado abrangente consolidado periodo,2,4,
00.000.000/0001-91,2016-12-31,3,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.03,Resultado Abrangente Consolidado do Período,7892953.0,S,resultado abrangente consolidado periodo,2,4,
00.000.000/0001-91,2016-12-31,3,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.03.01,Atribuído a Sócios da Empresa Controladora,6664897.0,S,atribuido socios empresa controladora,3,4.03,Resultado Abrangente Consolidado do Período
00.000.000/0001-91,2016-12-31,3,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.03.01,Atribuído a Sócios da Empresa Controladora,6580179.0,S,atribuido socios empresa controladora,3,4.03,Resultado Abrangente Consolidado do Período
00.000.000/0001-91,2016-12-31,3,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.03.02,Atribuído a Sócios Não Controladores,1687403.0,S,atribuido socios controladores,3,4.03,Resultado Abrangente Consolidado do Período
00.000.000/0001-91,2016-12-31,3,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.03.02,Atribuído a Sócios Não Controladores,1312774.0,S,atribuido socios controladores,3,4.03,Resultado Abrangente Consolidado do Período
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.01,Lucro Líquido Consolidado do Período,-14953658.0,S,lucro liquido consolidado periodo,2,4,
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.01,Lucro Líquido Consolidado do Período,3513276.0,S,lucro liquido consolidado periodo,2,4,
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.02,Outros Resultados Abrangentes,-153521.0,S,outros resultados abrangentes,2,4,
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02,Outros Resultados Abrangentes,-764272.0,S,outros resultados abrangentes,2,4,
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.02.01,Ajustes acumulados de conversão,121353.0,N,ajustes acumulados conversao,3,4.02,Outros Resultados Abrangentes
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02.01,Ajustes acumulados de conversão,-32284.0,N,ajustes acumulados conversao,3,4.02,Outros Resultados Abrangentes
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.02.02,IR/CSSL diferidos,0.0,N,ir cssl diferidos,3,4.02,Outros Resultados Abrangentes
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02.02,IR/CSSL diferidos,0.0,N,ir cssl diferidos,3,4.02,Outros Resultados Abrangentes
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.02.03,Ajustes ganhos e perdas atuariais,-236798.0,N,ajustes ganhos perdas atuariais,3,4.02,Outros Resultados Abrangentes
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02.03,Ajustes ganhos e perdas atuariais,-1143119.0,N,ajustes ganhos perdas atuariais,3,4.02,Outros Resultados Abrangentes
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.02.04,IR/CSSL diferidos,0.0,N,ir cssl diferidos,3,4.02,Outros Resultados Abrangentes
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02.04,IR/CSSL diferidos,0.0,N,ir cssl diferidos,3,4.02,Outros Resultados Abrangentes
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.02.05,Ajuste de hedge de fluxo de caixa,-468.0,N,ajuste hedge fluxo caixa,3,4.02,Outros Resultados Abrangentes
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02.05,Ajuste de hedge de fluxo de caixa,11683.0,N,ajuste hedge fluxo caixa,3,4.02,Outros Resultados Abrangentes
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.02.06,IR/CSSL diferidos,0.0,N,ir cssl diferidos,3,4.02,Outros Resultados Abrangentes
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02.06,IR/CSSL diferidos,0.0,N,ir cssl diferidos,3,4.02,Outros Resultados Abrangentes
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.02.07,Valor justo de instrumentos financeiros disponíveis para venda,-109493.0,N,valor justo instrumentos financeiros disponiveis venda,3,4.02,Outros Resultados Abrangentes
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02.07,Valor justo de instrumentos financeiros disponíveis para venda,165863.0,N,valor justo instrumentos financeiros disponiveis venda,3,4.02,Outros Resultados Abrangentes
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.02.08,IR/CSSL diferidos,37228.0,N,ir cssl diferidos,3,4.02,Outros Resultados Abrangentes
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02.08,IR/CSSL diferidos,-56393.0,N,ir cssl diferidos,3,4.02,Outros Resultados Abrangentes
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.02.09,Participação no resultado abrangente das coligadas e entidades com controle compartilhado,33383.0,N,participacao resultado abrangente coligadas entidades controle compartilhado,3,4.02,Outros Resultados Abrangentes
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02.09,Participação no resultado abrangente das coligadas e entidades com controle compartilhado,280682.0,N,participacao resultado abrangente coligadas entidades controle compartilhado,3,4.02,Outros Resultados Abrangentes
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.02.10,IR/CSSL diferidos,1274.0,N,ir cssl diferidos,3,4.02,Outros Resultados Abrangentes
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02.10,IR/CSSL diferidos,9296.0,N,ir cssl diferidos,3,4.02,Outros Resultados Abrangentes
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.03,Resultado Abrangente Consolidado do Período,-15107179.0,S,resultado abrangente consolidado periodo,2,4,
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.03,Resultado Abrangente Consolidado do Período,2749004.0,S,resultado abrangente consolidado periodo,2,4,
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.03.01,Atribuído a Sócios da Empresa Controladora,-14445438.0,S,atribuido socios empresa controladora,3,4.03,Resultado Abrangente Consolidado do Período
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.03.01,Atribuído a Sócios da Empresa Controladora,2534755.0,S,atribuido socios empresa controladora,3,4.03,Resultado Abrangente Consolidado do Período
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.03.02,Atribuído a Sócios Não Controladores,-661741.0,S,atribuido socios controladores,3,4.03,Resultado Abrangente Consolidado do Período
00.001.180/0001-26,2016-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.03.02,Atribuído a Sócios Não Controladores,214249.0,S,atribuido socios controladores,3,4.03,Resultado Abrangente Consolidado do Período
00.864.214/0001-06,2016-12-31,1,ENERGISA S.A.,15253,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.01,Lucro Líquido Consolidado do Período,351401.0,S,lucro liquido consolidado periodo,2,4,
00.864.214/0001-06,2016-12-31,1,ENERGISA S.A.,15253,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.01,Lucro Líquido Consolidado do Período,195786.0,S,lucro liquido consolidado periodo,2,4,
00.864.214/0001-06,2016-12-31,1,ENERGISA S.A.,15253,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.02,Outros Resultados Abrangentes,-4415.0,S,outros resultados abrangentes,2,4,
00.864.214/0001-06,2016-12-31,1,ENERGISA S.A.,15253,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02,Outros Resultados Abrangentes,-62372.0,S,outros resultados abrangentes,2,4,
00.864.214/0001-06,2016-12-31,1,ENERGISA S.A.,15253,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.02.01,Itens que não serão reclassificados para a demonstração do resultado,-6689.0,N,itens reclassificados demonstracao resultado,3,4.02,Outros Resultados Abrangentes
00.864.214/0001-06,2016-12-31,1,ENERGISA S.A.,15253,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02.01,Itens que não serão reclassificados para a demonstração do resultado,-61713.0,N,itens reclassificados demonstracao resultado,3,4.02,Outros Resultados Abrangentes
00.864.214/0001-06,2016-12-31,1,ENERGISA S.A.,15253,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.02.02,Itens que poderão ser reclassificados para a demonstração do resultado,2274.0,N,itens poderao reclassificados demonstracao resultado,3,4.02,Outros Resultados Abrangentes
00.864.214/0001-06,2016-12-31,1,ENERGISA S.A.,15253,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02.02,Itens que poderão ser reclassificados para a demonstração do resultado,-659.0,N,itens poderao reclassificados demonstracao resultado,3,4.02,Outros Resultados Abrangentes
00.864.214/0001-06,2016-12-31,1,ENERGISA S.A.,15253,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.03,Resultado Abrangente Consolidado do Período,346986.0,S,resultado abrangente consolidado periodo,2,4,
00.864.214/0001-06,2016-12-31,1,ENERGISA S.A.,15253,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.03,Resultado Abrangente Consolidado do Período,133414.0,S,resultado abrangente consolidado periodo,2,4,
00.864.214/0001-06,2016-12-31,1,ENERGISA S.A.,15253,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.03.01,Atribuído a Sócios da Empresa Controladora,320507.0,S,atribuido socios empresa controladora,3,4.03,Resultado Abrangente Consolidado do Período
00.864.214/0001-06,2016-12-31,1,ENERGISA S.A.,15253,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.03.01,Atribuído a Sócios da Empresa Controladora,92345.0,S,atribuido socios empresa controladora,3,4.03,Resultado Abrangente Consolidado do Período
00.864.214/0001-06,2016-12-31,1,ENERGISA S.A.,15253,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.03.02,Atribuído a Sócios Não Controladores,26479.0,S,atribuido socios controladores,3,4.03,Resultado Abrangente Consolidado do Período
00.864.214/0001-06,2016-12-31,1,ENERGISA S.A.,15253,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.03.02,Atribuído a Sócios Não Controladores,41069.0,S,atribuido socios controladores,3,4.03,Resultado Abrangente Consolidado do Período
01.027.058/0001-91,2016-12-31,1,CIELO S.A.,21733,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.01,Lucro Líquido Consolidado do Período,3651433.0,S,lucro liquido consolidado periodo,2,4,
01.027.058/0001-91,2016-12-31,1,CIELO S.A.,21733,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.01,Lucro Líquido Consolidado do Período,4183496.0,S,lucro liquido consolidado periodo,2,4,
01.027.058/0001-91,2016-12-31,1,CIELO S.A.,21733,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.02,Outros Resultados Abrangentes,7432.0,S,outros resultados abrangentes,2,4,
01.027.058/0001-91,2016-12-31,1,CIELO S.A.,21733,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02,Outros Resultados Abrangentes,-2412.0,S,outros resultados abrangentes,2,4,
01.027.058/0001-91,2016-12-31,1,CIELO S.A.,21733,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.02.01,Variação Cambial sobre Investimentos no Exterior,394934.0,N,variacao cambial sobre investimentos exterior,3,4.02,Outros Resultados Abrangentes
01.027.058/0001-91,2016-12-31,1,CIELO S.A.,21733,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02.01,Variação Cambial sobre Investimentos no Exterior,-202708.0,N,variacao cambial sobre investimentos exterior,3,4.02,Outros Resultados Abrangentes
01.027.058/0001-91,2016-12-31,1,CIELO S.A.,21733,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.02.02,"Resultado com Instrumentos de ""Hedge""(Bonds) s/ Operações no Exterior, Líq dos Efeitos Tributários",-387502.0,N,resultado instrumentos hedge bonds s operacoes exterior liq efeitos tributarios,3,4.02,Outros Resultados Abrangentes
01.027.058/0001-91,2016-12-31,1,CIELO S.A.,21733,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02.02,"Resultado com Instrumentos de ""Hedge""(Bonds) s/ Operações no Exterior, Líq dos Efeitos Tributários",200296.0,N,resultado instrumentos hedge bonds s operacoes exterior liq efeitos tributarios,3,4.02,Outros Resultados Abrangentes
01.027.058/0001-91,2016-12-31,1,CIELO S.A.,21733,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,PENÚLTIMO,2015-01-01,2015-12-31,4.02.03,"Resultado com Instrumentos de ""Hedge""(NDF) s/ Operações no Exterior, Líq dos Efeitos Tributários",0.0,N,resultado instrumentos hedge ndf s operacoes exterior liq efeitos tributarios,3,4.02,Outros Resultados Abrangentes
01.027.058/0001-91,2016-12-31,1,CIELO S.A.,21733,DF Consolidado - Demonstração de Resultado Abrangente,REAL,MIL,ÚLTIMO,2016-01-01,2016-12-31,4.02.03,"Resultado com Instrumentos de ""Hedge""(NDF) s/ Operações no Exterior, Líq dos Efeitos Tributários",0.0,N,resultado instrumentos hedge ndf s operacoes exterior liq efeitos tributarios,3,4.02,Outros Resultados Abrangentes
