CNPJ_CIA,DT_REFER,VERSAO,DENOM_CIA,CD_CVM,GRUPO_DFP,MOEDA,ESCALA_MOEDA,ORDEM_EXERC,DT_INI_EXERC,DT_FIM_EXERC,CD_CONTA,DS_CONTA,VL_CONTA,ST_CONTA_FIXA,DS_CONTA_CLEAN,NIVEL_CONTA,CD_CONTA_PAI,DS_CONTA_PAI
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.02.03,Despesa com Perdas em Empréstimos a instituições financeiras,-12523.0,N,despesa perdas emprestimos instituicoes financeiras,3,3.02,Despesas da Intermediação Financeira
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.02.03,Despesa com Perdas em Empréstimos a instituições financeiras,-1274326.0,N,despesa perdas emprestimos instituicoes financeiras,3,3.02,Despesas da Intermediação Financeira
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.02.04,Despesa com Perdas em títulos e valores mobiliários,-148527.0,N,despesa perdas titulos valores mobiliarios,3,3.02,Despesas da Intermediação Financeira
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.02.04,Despesa com Perdas em títulos e valores mobiliários,-1713906.0,N,despesa perdas titulos valores mobiliarios,3,3.02,Despesas da Intermediação Financeira
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.03,Resultado Bruto Intermediação Financeira,38089519.0,S,resultado bruto intermediacao financeira,2,3,
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.03,Resultado Bruto Intermediação Financeira,33851459.0,S,resultado bruto intermediacao financeira,2,3,
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04,Outras Despesas/Receitas Operacionais,-17675320.0,S,outras despesas receitas operacionais,2,3,
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04,Outras Despesas/Receitas Operacionais,-22711947.0,S,outras despesas receitas operacionais,2,3,
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.01,Receitas de Prestação de Serviços,0.0,S,receitas prestacao servicos,3,3.04,Outras Despesas/Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.01,Receitas de Prestação de Serviços,0.0,S,receitas prestacao servicos,3,3.04,Outras Despesas/Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.02,Despesas de Pessoal,-21092621.0,S,despesas pessoal,3,3.04,Outras Despesas/Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.02,Despesas de Pessoal,-22797977.0,S,despesas pessoal,3,3.04,Outras Despesas/Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.03,Outras Despesas Administrativas,-9381031.0,S,outras despesas administrativas,3,3.04,Outras Despesas/Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.03,Outras Despesas Administrativas,-7523051.0,S,outras despesas administrativas,3,3.04,Outras Despesas/Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.04,Despesas Tributárias,0.0,S,despesas tributarias,3,3.04,Outras Despesas/Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.04,Despesas Tributárias,0.0,S,despesas tributarias,3,3.04,Outras Despesas/Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.05,Outras Receitas Operacionais,33978144.0,S,outras receitas operacionais,3,3.04,Outras Despesas/Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.05,Outras Receitas Operacionais,38895616.0,S,outras receitas operacionais,3,3.04,Outras Despesas/Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.05.01,Receita Líquida de Tarifas e Comissões,21981863.0,N,receita liquida tarifas comissoes,4,3.04.05,Outras Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.05.01,Receita Líquida de Tarifas e Comissões,23716793.0,N,receita liquida tarifas comissoes,4,3.04.05,Outras Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.05.02,Ganhos/(Perdas) Líquidos sobre Ativos/Passivos Financeiros ao VJR,650202.0,N,ganhos perdas liquidos sobre ativos passivos financeiros vjr,4,3.04.05,Outras Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.05.02,Ganhos/(Perdas) Líquidos sobre Ativos/Passivos Financeiros ao VJR,668038.0,N,ganhos perdas liquidos sobre ativos passivos financeiros vjr,4,3.04.05,Outras Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.05.03,Ganhos/(Perdas) Líquidos sobre Ativos Financeiros ao VJORA,405452.0,N,ganhos perdas liquidos sobre ativos financeiros vjora,4,3.04.05,Outras Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.05.03,Ganhos/(Perdas) Líquidos sobre Ativos Financeiros ao VJORA,-156663.0,N,ganhos perdas liquidos sobre ativos financeiros vjora,4,3.04.05,Outras Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.05.04,Ganhos/(Perdas) Líquidos em Coligadas e Joint Ventures,3538318.0,N,ganhos perdas liquidos coligadas joint ventures,4,3.04.05,Outras Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.05.04,Ganhos/(Perdas) Líquidos em Coligadas e Joint Ventures,4044413.0,N,ganhos perdas liquidos coligadas joint ventures,4,3.04.05,Outras Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.05.05,Outras Receitas,9380209.0,N,outras receitas,4,3.04.05,Outras Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.05.05,Outras Receitas,11326286.0,N,outras receitas,4,3.04.05,Outras Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.05.06,Ganhos/(Perdas) em operação de câmbio e conversão moedas estrangeiras,-1977900.0,N,ganhos perdas operacao cambio conversao moedas estrangeiras,4,3.04.05,Outras Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.05.06,Ganhos/(Perdas) em operação de câmbio e conversão moedas estrangeiras,-703251.0,N,ganhos perdas operacao cambio conversao moedas estrangeiras,4,3.04.05,Outras Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.06,Outras Despesas Operacionais,-21179812.0,S,outras despesas operacionais,3,3.04,Outras Despesas/Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.06,Outras Despesas Operacionais,-31286535.0,S,outras despesas operacionais,3,3.04,Outras Despesas/Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.06.01,"Contribuições, taxas e Outros Impostos",-5076848.0,N,contribuicoes taxas outros impostos,4,3.04.06,Outras Despesas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.06.01,"Contribuições, taxas e Outros Impostos",-5002706.0,N,contribuicoes taxas outros impostos,4,3.04.06,Outras Despesas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.06.02,Amortização de Ativos Intangíveis,-1856261.0,N,amortizacao ativos intangiveis,4,3.04.06,Outras Despesas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.06.02,Amortização de Ativos Intangíveis,-1627247.0,N,amortizacao ativos intangiveis,4,3.04.06,Outras Despesas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.06.03,Provisões,-5437673.0,N,provisoes,4,3.04.06,Outras Despesas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.06.03,Provisões,-11805233.0,N,provisoes,4,3.04.06,Outras Despesas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.06.04,Depreciação,-1195908.0,N,depreciacao,4,3.04.06,Outras Despesas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.06.04,Depreciação,-2359154.0,N,depreciacao,4,3.04.06,Outras Despesas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.06.05,Outras Despesas,-7613122.0,N,outras despesas,4,3.04.06,Outras Despesas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.06.05,Outras Despesas,-10492195.0,N,outras despesas,4,3.04.06,Outras Despesas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.04.07,Resultado da Equivalência Patrimonial,0.0,S,resultado equivalencia patrimonial,3,3.04,Outras Despesas/Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.04.07,Resultado da Equivalência Patrimonial,0.0,S,resultado equivalencia patrimonial,3,3.04,Outras Despesas/Receitas Operacionais
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.05,Resultado Antes dos Tributos sobre o Lucro,20414199.0,S,resultado antes tributos sobre lucro,2,3,
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.05,Resultado Antes dos Tributos sobre o Lucro,11139512.0,S,resultado antes tributos sobre lucro,2,3,
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.06,Imposto de Renda e Contribuição Social sobre o Lucro,-5328098.0,S,imposto renda contribuicao social sobre lucro,2,3,
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.06,Imposto de Renda e Contribuição Social sobre o Lucro,7748806.0,S,imposto renda contribuicao social sobre lucro,2,3,
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.06.01,Corrente,-3304217.0,S,corrente,3,3.06,Imposto de Renda e Contribuição Social sobre o Lucro
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.06.01,Corrente,-4989835.0,S,corrente,3,3.06,Imposto de Renda e Contribuição Social sobre o Lucro
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.06.02,Diferido,-2023881.0,S,diferido,3,3.06,Imposto de Renda e Contribuição Social sobre o Lucro
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.06.02,Diferido,12738641.0,S,diferido,3,3.06,Imposto de Renda e Contribuição Social sobre o Lucro
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.07,Resultado Líquido das Operações Continuadas,15086101.0,S,resultado liquido operacoes continuadas,2,3,
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.07,Resultado Líquido das Operações Continuadas,18888318.0,S,resultado liquido operacoes continuadas,2,3,
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.08,Resultado Líquido das Operações Descontinuadas,0.0,S,resultado liquido operacoes descontinuadas,2,3,
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.08,Resultado Líquido das Operações Descontinuadas,0.0,S,resultado liquido operacoes descontinuadas,2,3,
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.08.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,0.0,S,lucro prejuizo liquido operacoes descontinuadas,3,3.08,Resultado Líquido das Operações Descontinuadas
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.08.01,Lucro/Prejuízo Líquido das Operações Descontinuadas,0.0,S,lucro prejuizo liquido operacoes descontinuadas,3,3.08,Resultado Líquido das Operações Descontinuadas
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.08.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,0.0,S,ganhos perdas liquidas sobre ativos operacoes descontinuadas,3,3.08,Resultado Líquido das Operações Descontinuadas
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.08.02,Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas,0.0,S,ganhos perdas liquidas sobre ativos operacoes descontinuadas,3,3.08,Resultado Líquido das Operações Descontinuadas
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.09,Lucro/Prejuízo Consolidado do Período,15086101.0,S,lucro prejuizo consolidado periodo,2,3,
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.09,Lucro/Prejuízo Consolidado do Período,18888318.0,S,lucro prejuizo consolidado periodo,2,3,
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.09.01,Atribuído a Sócios da Empresa Controladora,13825994.0,S,atribuido socios empresa controladora,3,3.09,Lucro/Prejuízo Consolidado do Período
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.09.01,Atribuído a Sócios da Empresa Controladora,16396896.0,S,atribuido socios empresa controladora,3,3.09,Lucro/Prejuízo Consolidado do Período
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.09.02,Atribuído a Sócios Não Controladores,1260107.0,S,atribuido socios controladores,3,3.09,Lucro/Prejuízo Consolidado do Período
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.09.02,Atribuído a Sócios Não Controladores,2491422.0,S,atribuido socios controladores,3,3.09,Lucro/Prejuízo Consolidado do Período
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.99,Lucro por Ação - (R$ / Ação),0.0,N,lucro acao r acao,2,3,
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.99,Lucro por Ação - (R$ / Ação),0.0,N,lucro acao r acao,2,3,
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.99.01,Lucro Básico por Ação,0.0,N,lucro basico acao,3,3.99,Lucro por Ação - (R$ / Ação)
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.99.01,Lucro Básico por Ação,0.0,N,lucro basico acao,3,3.99,Lucro por Ação - (R$ / Ação)
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.99.01.01,ON,4.96,N,on,4,3.99.01,Lucro Básico por Ação
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.99.01.01,ON,5.86,N,on,4,3.99.01,Lucro Básico por Ação
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.99.02,Lucro Diluído por Ação,0.0,N,lucro diluido acao,3,3.99,Lucro por Ação - (R$ / Ação)
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.99.02,Lucro Diluído por Ação,0.0,N,lucro diluido acao,3,3.99,Lucro por Ação - (R$ / Ação)
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.99.02.01,ON,4.96,N,on,4,3.99.02,Lucro Diluído por Ação
00.000.000/0001-91,2019-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.99.02.01,ON,5.86,N,on,4,3.99.02,Lucro Diluído por Ação
00.001.180/0001-26,2019-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.01,Receita de Venda de Bens e/ou Serviços,25772305.0,S,receita venda bens servicos,2,3,
00.001.180/0001-26,2019-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.01,Receita de Venda de Bens e/ou Serviços,27725527.0,S,receita venda bens servicos,2,3,
00.001.180/0001-26,2019-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.02,Custo dos Bens e/ou Serviços Vendidos,-5537063.0,S,custo bens servicos vendidos,2,3,
00.001.180/0001-26,2019-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração do Resultado,REAL,MIL,ÚLTIMO,2019-01-01,2019-12-31,3.02,Custo dos Bens e/ou Serviços Vendidos,-6777819.0,S,custo bens servicos vendidos,2,3,
00.001.180/0001-26,2019-12-31,1,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Demonstração do Resultado,REAL,MIL,PENÚLTIMO,2018-01-01,2018-12-31,3.02.01,Energia comprada para revenda,-1559533.0,N,energia comprada revenda,3,3.02,Despesas da Intermediação Financeira
