CNPJ_CIA,DT_REFER,VERSAO,DENOM_CIA,CD_CVM,GRUPO_DFP,MOEDA,ESCALA_MOEDA,ORDEM_EXERC,DT_INI_EXERC,DT_FIM_EXERC,CD_CONTA,DS_CONTA,VL_CONTA,ST_CONTA_FIXA,DS_CONTA_CLEAN,NIVEL_CONTA,CD_CONTA_PAI,DS_CONTA_PAI
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.03.04.06,Propaganda e Publicidade,-399800.0,N,propaganda publicidade,4,7.03.04,Outros
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.03.04.07,Outras,-1162915.0,N,outras,4,7.03.04,Outros
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.03.04.07,Outras,-1325714.0,N,outras,4,7.03.04,Outros
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.04,Valor Adicionado Bruto,41042945.0,S,valor adicionado bruto,2,7,
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.04,Valor Adicionado Bruto,32277155.0,S,valor adicionado bruto,2,7,
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.05,Retenções,-3896863.0,S,retencoes,2,7,
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.05,Retenções,-4331390.0,S,retencoes,2,7,
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.05.01,"Depreciação, Amortização e Exaustão",-3896863.0,S,depreciacao amortizacao exaustao,3,7.05,Retenções
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.05.01,"Depreciação, Amortização e Exaustão",-4331390.0,S,depreciacao amortizacao exaustao,3,7.05,Retenções
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.05.02,Outras,0.0,S,outras,3,7.05,Retenções
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.05.02,Outras,0.0,S,outras,3,7.05,Retenções
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.06,Valor Adicionado Líquido Produzido,37146082.0,S,valor adicionado liquido produzido,2,7,
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.06,Valor Adicionado Líquido Produzido,27945765.0,S,valor adicionado liquido produzido,2,7,
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.07,Vlr Adicionado Recebido em Transferência,5188499.0,S,vlr adicionado recebido transferencia,2,7,
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.07,Vlr Adicionado Recebido em Transferência,6456130.0,S,vlr adicionado recebido transferencia,2,7,
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.07.01,Resultado de Equivalência Patrimonial,5188499.0,S,resultado equivalencia patrimonial,3,7.07,Vlr Adicionado Recebido em Transferência
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.07.01,Resultado de Equivalência Patrimonial,6456130.0,S,resultado equivalencia patrimonial,3,7.07,Vlr Adicionado Recebido em Transferência
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.07.02,Outros,0.0,S,outros,3,7.07,Vlr Adicionado Recebido em Transferência
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.07.02,Outros,0.0,S,outros,3,7.07,Vlr Adicionado Recebido em Transferência
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.08,Valor Adicionado Total a Distribuir,42334581.0,S,valor adicionado total distribuir,2,7,
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.08,Valor Adicionado Total a Distribuir,34401895.0,S,valor adicionado total distribuir,2,7,
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.09,Distribuição do Valor Adicionado,42334581.0,S,distribuicao valor adicionado,2,7,
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.09,Distribuição do Valor Adicionado,34401895.0,S,distribuicao valor adicionado,2,7,
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.09.01,Pessoal,16278008.0,S,pessoal,3,7.09,Distribuição do Valor Adicionado
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.09.01,Pessoal,16216016.0,S,pessoal,3,7.09,Distribuição do Valor Adicionado
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.09.01.01,Remuneração Direta,10267727.0,S,remuneracao direta,4,7.09.01,Pessoal
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.09.01.01,Remuneração Direta,10654376.0,S,remuneracao direta,4,7.09.01,Pessoal
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.09.01.02,Benefícios,2233595.0,S,beneficios,4,7.09.01,Pessoal
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.09.01.02,Benefícios,2388937.0,S,beneficios,4,7.09.01,Pessoal
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.09.01.03,F.G.T.S.,632769.0,S,f g t s,4,7.09.01,Pessoal
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.09.01.03,F.G.T.S.,674465.0,S,f g t s,4,7.09.01,Pessoal
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.09.01.04,Outros,3143917.0,S,outros,4,7.09.01,Pessoal
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.09.01.04,Outros,2498238.0,S,outros,4,7.09.01,Pessoal
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.09.01.04.01,Participações no Lucro,2028407.0,N,participacoes lucro,5,7.09.01.04,Outros
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.09.01.04.01,Participações no Lucro,1460594.0,N,participacoes lucro,5,7.09.01.04,Outros
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.09.01.04.02,Outros Encargos,1115510.0,N,outros encargos,5,7.09.01.04,Outros
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.09.01.04.02,Outros Encargos,1037644.0,N,outros encargos,5,7.09.01.04,Outros
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.09.02,"Impostos, Taxas e Contribuições",9255010.0,S,impostos taxas contribuicoes,3,7.09,Distribuição do Valor Adicionado
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.09.02,"Impostos, Taxas e Contribuições",5734469.0,S,impostos taxas contribuicoes,3,7.09,Distribuição do Valor Adicionado
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.09.02.01,Federais,8548057.0,S,federais,4,7.09.02,"Impostos, Taxas e Contribuições"
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.09.02.01,Federais,5000095.0,S,federais,4,7.09.02,"Impostos, Taxas e Contribuições"
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.09.02.02,Estaduais,822.0,S,estaduais,4,7.09.02,"Impostos, Taxas e Contribuições"
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.09.02.02,Estaduais,738.0,S,estaduais,4,7.09.02,"Impostos, Taxas e Contribuições"
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.09.02.03,Municipais,706131.0,S,municipais,4,7.09.02,"Impostos, Taxas e Contribuições"
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.09.02.03,Municipais,733636.0,S,municipais,4,7.09.02,"Impostos, Taxas e Contribuições"
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.09.03,Remuneração de Capitais de Terceiros,991192.0,S,remuneracao capitais terceiros,3,7.09,Distribuição do Valor Adicionado
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.09.03,Remuneração de Capitais de Terceiros,1138558.0,S,remuneracao capitais terceiros,3,7.09,Distribuição do Valor Adicionado
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.09.03.01,Aluguéis,991192.0,S,alugueis,4,7.09.03,Remuneração de Capitais de Terceiros
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.09.03.01,Aluguéis,1138558.0,S,alugueis,4,7.09.03,Remuneração de Capitais de Terceiros
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.09.03.02,Outras,0.0,S,outras,4,7.09.03,Remuneração de Capitais de Terceiros
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.09.03.02,Outras,0.0,S,outras,4,7.09.03,Remuneração de Capitais de Terceiros
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.09.04,Remuneração de Capitais Próprios,15810371.0,S,remuneracao capitais proprios,3,7.09,Distribuição do Valor Adicionado
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.09.04,Remuneração de Capitais Próprios,11312852.0,S,remuneracao capitais proprios,3,7.09,Distribuição do Valor Adicionado
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.09.04.01,Juros sobre o Capital Próprio,3313923.0,S,juros sobre capital proprio,4,7.09.04,Remuneração de Capitais Próprios
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.09.04.01,Juros sobre o Capital Próprio,3674036.0,S,juros sobre capital proprio,4,7.09.04,Remuneração de Capitais Próprios
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.09.04.02,Dividendos,3010225.0,S,dividendos,4,7.09.04,Remuneração de Capitais Próprios
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.09.04.02,Dividendos,851104.0,S,dividendos,4,7.09.04,Remuneração de Capitais Próprios
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.09.04.03,Lucros Retidos / Prejuízo do Período,9486223.0,S,lucros retidos prejuizo periodo,4,7.09.04,Remuneração de Capitais Próprios
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.09.04.03,Lucros Retidos / Prejuízo do Período,6787712.0,S,lucros retidos prejuizo periodo,4,7.09.04,Remuneração de Capitais Próprios
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.09.05,Outros,0.0,S,outros,3,7.09,Distribuição do Valor Adicionado
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.09.05,Outros,0.0,S,outros,3,7.09,Distribuição do Valor Adicionado
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.01,Receitas,2970726.0,S,receitas,2,7,
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.01,Receitas,2907125.0,S,receitas,2,7,
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,PENÚLTIMO,2013-01-01,2013-12-31,7.01.01,"Vendas de Mercadorias, Produtos e Serviços",2970726.0,S,vendas mercadorias produtos servicos,3,7.01,Receitas
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Individual - Demonstração de Valor Adicionado,REAL,MIL,ÚLTIMO,2014-01-01,2014-12-31,7.01.01,"Vendas de Mercadorias, Produtos e Serviços",2907125.0,S,vendas mercadorias produtos servicos,3,7.01,Receitas
