CNPJ_CIA,DT_REFER,VERSAO,DENOM_CIA,CD_CVM,GRUPO_DFP,MOEDA,ESCALA_MOEDA,ORDEM_EXERC,DT_FIM_EXERC,CD_CONTA,DS_CONTA,VL_CONTA,ST_CONTA_FIXA,DS_CONTA_CLEAN,NIVEL_CONTA,CD_CONTA_PAI,DS_CONTA_PAI
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.02.01.02,Títulos Disponíveis para Venda,93803982.0,S,titulos disponiveis venda,4,1.02.01,Aplicações Financeiras Avaliadas a Valor Justo
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,643283.0,S,aplicacoes financeiras avaliadas custo amortizado,3,1.02,Aplicações Financeiras
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,359875.0,S,aplicacoes financeiras avaliadas custo amortizado,3,1.02,Aplicações Financeiras
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.02.02.01,Títulos Mantidos até o Vencimento,643283.0,S,titulos mantidos vencimento,4,1.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.02.02.01,Títulos Mantidos até o Vencimento,359875.0,S,titulos mantidos vencimento,4,1.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.03,Empréstimos e Recebíveis,846504192.0,S,emprestimos recebiveis,2,1,Ativo Total
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.03,Empréstimos e Recebíveis,967249541.0,S,emprestimos recebiveis,2,1,Ativo Total
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.03.01,Empréstimos a Instituições Financeiras Líquidos de Provisão,27880353.0,N,emprestimos instituicoes financeiras liquidos provisao,3,1.03,Empréstimos e Recebíveis
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.03.01,Empréstimos a Instituições Financeiras Líquidos de Provisão,22215797.0,N,emprestimos instituicoes financeiras liquidos provisao,3,1.03,Empréstimos e Recebíveis
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.03.02,Aplicações em Operações Compromissadas,163175024.0,N,aplicacoes operacoes compromissadas,3,1.03,Empréstimos e Recebíveis
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.03.02,Aplicações em Operações Compromissadas,250176212.0,N,aplicacoes operacoes compromissadas,3,1.03,Empréstimos e Recebíveis
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.03.03,Empréstimos a Clientes Líquidos de Provisão,564766606.0,N,emprestimos clientes liquidos provisao,3,1.03,Empréstimos e Recebíveis
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.03.03,Empréstimos a Clientes Líquidos de Provisão,631633295.0,N,emprestimos clientes liquidos provisao,3,1.03,Empréstimos e Recebíveis
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.03.04,Depósitos Compulsórios em Bancos Centrais,90682209.0,N,depositos compulsorios bancos centrais,3,1.03,Empréstimos e Recebíveis
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.03.04,Depósitos Compulsórios em Bancos Centrais,63224237.0,N,depositos compulsorios bancos centrais,3,1.03,Empréstimos e Recebíveis
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.04,Tributos Diferidos,21954460.0,S,tributos diferidos,2,1,Ativo Total
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.04,Tributos Diferidos,23555759.0,S,tributos diferidos,2,1,Ativo Total
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.04.01,Imposto de Renda e Contribuição Social Diferidos,21954460.0,S,imposto renda contribuicao social diferidos,3,1.04,Tributos Diferidos
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.04.01,Imposto de Renda e Contribuição Social Diferidos,23555759.0,S,imposto renda contribuicao social diferidos,3,1.04,Tributos Diferidos
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.05,Outros Ativos,83712964.0,S,outros ativos,2,1,Ativo Total
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.05,Outros Ativos,85613703.0,S,outros ativos,2,1,Ativo Total
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.05.01,Ativos Não Correntes a Venda,43904.0,S,ativos correntes venda,3,1.05,Outros Ativos
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.05.01,Ativos Não Correntes a Venda,24165.0,S,ativos correntes venda,3,1.05,Outros Ativos
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.05.02,Ativos de Operações Descontinuadas,0.0,S,ativos operacoes descontinuadas,3,1.05,Outros Ativos
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.05.02,Ativos de Operações Descontinuadas,0.0,S,ativos operacoes descontinuadas,3,1.05,Outros Ativos
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.05.03,Outros,83669060.0,S,outros,3,1.05,Outros Ativos
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.05.03,Outros,85589538.0,S,outros,3,1.05,Outros Ativos
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.05.03.01,Ativos por Impostos Correntes,11684020.0,N,ativos impostos correntes,4,1.05.03,Outros
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.05.03.01,Ativos por Impostos Correntes,8976596.0,N,ativos impostos correntes,4,1.05.03,Outros
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.05.03.02,Outros Ativos,71985040.0,N,outros ativos,4,1.05.03,Outros
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.05.03.02,Outros Ativos,76612942.0,N,outros ativos,4,1.05.03,Outros
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.06,Investimentos,14213312.0,S,investimentos,2,1,Ativo Total
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.06,Investimentos,15922103.0,S,investimentos,2,1,Ativo Total
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.06.01,Participações em Coligadas,14213312.0,S,participacoes coligadas,3,1.06,Investimentos
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.06.01,Participações em Coligadas,15922103.0,S,participacoes coligadas,3,1.06,Investimentos
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.06.02,Outros,0.0,S,outros,3,1.06,Investimentos
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.06.02,Outros,0.0,S,outros,3,1.06,Investimentos
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.07,Imobilizado,6575390.0,S,imobilizado,2,1,Ativo Total
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.07,Imobilizado,7179878.0,S,imobilizado,2,1,Ativo Total
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.07.01,Imobilizado de Uso,6575390.0,S,imobilizado uso,3,1.07,Imobilizado
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.07.01,Imobilizado de Uso,7179878.0,S,imobilizado uso,3,1.07,Imobilizado
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.07.02,Imobilizado de Arrendamento,0.0,S,imobilizado arrendamento,3,1.07,Imobilizado
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.07.02,Imobilizado de Arrendamento,0.0,S,imobilizado arrendamento,3,1.07,Imobilizado
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.08,Intangível,10346522.0,S,intangivel,2,1,Ativo Total
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.08,Intangível,9932264.0,S,intangivel,2,1,Ativo Total
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.08.01,Intangíveis,9720793.0,S,intangiveis,3,1.08,Intangível
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.08.01,Intangíveis,9301963.0,S,intangiveis,3,1.08,Intangível
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.08.02,Goodwill,625729.0,S,goodwill,3,1.08,Intangível
00.000.000/0001-91,2014-12-31,2,BCO BRASIL S.A.,1023,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.08.02,Goodwill,630301.0,S,goodwill,3,1.08,Intangível
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1,Ativo Total,138594389.0,S,ativo total,1,0,
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1,Ativo Total,144631697.0,S,ativo total,1,0,
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.01,Ativo Circulante,39079833.0,S,ativo circulante,2,1,Ativo Total
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.01,Ativo Circulante,30551193.0,S,ativo circulante,2,1,Ativo Total
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.01.01,Caixa e Equivalentes de Caixa,4477384.0,S,caixa equivalentes caixa,3,1.01,Caixa e Equivalentes de Caixa
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.01.01,Caixa e Equivalentes de Caixa,3150603.0,S,caixa equivalentes caixa,3,1.01,Caixa e Equivalentes de Caixa
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.01.01.01,Caixa,3597583.0,N,caixa,4,1.01.01,Caixa e Depósitos Bancários
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.01.01.01,Caixa,1407078.0,N,caixa,4,1.01.01,Caixa e Depósitos Bancários
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.01.01.02,Caixa restrito,879801.0,N,caixa restrito,4,1.01.01,Caixa e Depósitos Bancários
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.01.01.02,Caixa restrito,1743525.0,N,caixa restrito,4,1.01.01,Caixa e Depósitos Bancários
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.01.02,Aplicações Financeiras,6095908.0,S,aplicacoes financeiras,3,1.01,Caixa e Equivalentes de Caixa
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.01.02,Aplicações Financeiras,3730345.0,S,aplicacoes financeiras,3,1.01,Caixa e Equivalentes de Caixa
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,0.0,S,aplicacoes financeiras avaliadas valor justo,4,1.01.02,Depósitos Interfinanceiros
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,0.0,S,aplicacoes financeiras avaliadas valor justo,4,1.01.02,Depósitos Interfinanceiros
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.01.02.01.01,Títulos para Negociação,0.0,S,titulos negociacao,5,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.01.02.01.01,Títulos para Negociação,0.0,S,titulos negociacao,5,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.01.02.01.02,Títulos Disponíveis para Venda,0.0,S,titulos disponiveis venda,5,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.01.02.01.02,Títulos Disponíveis para Venda,0.0,S,titulos disponiveis venda,5,1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,6095908.0,S,aplicacoes financeiras avaliadas custo amortizado,4,1.01.02,Depósitos Interfinanceiros
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,3730345.0,S,aplicacoes financeiras avaliadas custo amortizado,4,1.01.02,Depósitos Interfinanceiros
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.01.02.02.01,Títulos Mantidos até o Vencimento,6095908.0,S,titulos mantidos vencimento,5,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.01.02.02.01,Títulos Mantidos até o Vencimento,3730345.0,S,titulos mantidos vencimento,5,1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.01.03,Contas a Receber,3587282.0,S,contas receber,3,1.01,Caixa e Equivalentes de Caixa
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.01.03,Contas a Receber,4427216.0,S,contas receber,3,1.01,Caixa e Equivalentes de Caixa
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.01.03.01,Clientes,3587282.0,S,clientes,4,1.01.03,Aplicações em Operações Compromissadas
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,ÚLTIMO,2014-12-31,1.01.03.01,Clientes,4427216.0,S,clientes,4,1.01.03,Aplicações em Operações Compromissadas
00.001.180/0001-26,2014-12-31,2,CENTRAIS ELET BRAS S.A. - ELETROBRAS,2437,DF Consolidado - Balanço Patrimonial Ativo,REAL,MIL,PENÚLTIMO,2013-12-31,1.01.03.02,Outras Contas a Receber,0.0,S,outras contas receber,4,1.01.03,Aplicações em Operações Compromissadas
